imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
1000;0.300562;0.699438;
2000;0.278473;0.721527;
3000;0.287618;0.712382;
4000;0.290448;0.709552;
5000;0.298793;0.701207;
