imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
1500;0.307678;0.692322;
3000;0.296832;0.703168;
4500;0.285802;0.714198;
5000;0.311851;0.688149;
