imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
2000;0.30084;0.69916;
4000;0.29181;0.70819;
5000;0.302351;0.697649;
