imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
750;0.294134;0.705866;
1500;0.289169;0.710831;
2250;0.300612;0.699388;
3000;0.28772;0.71228;
3750;0.287971;0.712029;
4500;0.2894;0.7106;
5000;0.300855;0.699145;
