imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
1750;0.315331;0.684669;
3500;0.298562;0.701438;
5000;0.296364;0.703636;
