imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
500;0.329094;0.670906;
1000;0.308452;0.691548;
1500;0.302534;0.697466;
2000;0.297653;0.702347;
2500;0.308869;0.691131;
3000;0.311381;0.688619;
3500;0.30416;0.69584;
4000;0.311622;0.688378;
4500;0.306047;0.693953;
5000;0.309155;0.690845;
