imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
1250;0.318049;0.681951;
2500;0.314432;0.685568;
3750;0.308011;0.691989;
5000;0.312821;0.687179;
