imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
1500;0.321214;0.678786;
3000;0.313976;0.686024;
4500;0.295519;0.704481;
5000;0.325622;0.674378;
