imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
750;0.314104;0.685896;
1500;0.310294;0.689706;
2250;0.30956;0.69044;
3000;0.313523;0.686477;
3750;0.323288;0.676712;
4500;0.310021;0.689979;
5000;0.315201;0.684799;
