imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
1250;0.298425;0.701575;
2500;0.322497;0.677503;
3750;0.309895;0.690105;
5000;0.30991;0.69009;
