imgs;Intel(R)_UHD_Graphics_620_[0x3ea0];NVIDIA_GeForce_MX130;total
0;0.5;0.5;
1500;0.310158;0.689842;
3000;0.309897;0.690103;
4500;0.310016;0.689984;
5000;0.338344;0.661656;
